bookID,title,authors,average_rating,isbn,isbn13,language_code,  num_pages,ratings_count,text_reviews_count,publication_date,publisher
41125,The Gold Coast (Three Californias Triptych  #2),Kim Stanley Robinson,3.7,312890370,9.78031E+12,eng,400,1194,78,5/15/1995,Orb Books
41126,Antarctica,Kim Stanley Robinson,3.78,553574027,9.78055E+12,eng,672,2248,165,7/6/1999,Bantam
41128,The Wild Shore (Three Californias Triptych  #1),Kim Stanley Robinson,3.75,312890362,9.78031E+12,eng,384,2457,170,3/15/1995,Orb Books
41129,Forty Signs of Rain (Science in the Capital #1),Kim Stanley Robinson,3.54,553585800,9.78055E+12,en-US,393,3044,339,7/26/2005,Bantam Spectra
41130,Pacific Edge (Three Californias Triptych  #3),Kim Stanley Robinson,3.78,312890389,9.78031E+12,eng,336,1208,89,5/15/1995,Orb Books
41134,The Memory of Whiteness: A Scientific Romance,Kim Stanley Robinson,3.55,312861435,9.78031E+12,en-US,352,448,37,1/15/1996,Orb Books
41150,Les Fils des tenebres,Dan Simmons,3.71,2253141208,9.78225E+12,fre,472,33,1,10/1/2007,Livre de Poche
41154,Secret Identity (Lost  #2),Catherine Hapka,2.93,786890916,9.78079E+12,eng,176,195,11,1/1/2006,Voice
41179,Miracleman  Book Three: Olympus,Alan Moore/John Totleben/Steve Oliff/Joe Caramagna/Michael Kelleher/Peter Milligan/Mike Allred,4.39,1560600802,9.78156E+12,eng,328,1768,93,4/21/2015,Marvel Comics
41193,A Thousand Acres,Jane Smiley,3.81,1400033837,9.7814E+12,eng,371,53322,2358,12/2/2003,Anchor
41203,Mother's Milk,Edward St. Aubyn,3.76,1890447420,9.78189E+12,en-US,240,53,7,11/9/2006,Grove Press  Open City Books
41217,From a Limestone Ledge: Some Essays and Other Ruminations about Country Life in Texas,John Graves/Glenn Wolff/Bill Wittliff,4.31,870744852,9.78087E+12,eng,256,67,7,5/19/2004,Southern Methodist University Press
41219,Possession,A.S. Byatt,3.89,679735909,9.78068E+12,eng,555,62580,3465,10/1/1991,Vintage
41226,The Best American Nonrequired Reading 2004,Dave Eggers/Viggo Mortensen,3.86,618341234,9.78062E+12,en-US,407,1234,67,10/14/2004,Houghton Mifflin
41231,The Culture of Fear: Why Americans Are Afraid of the Wrong Things,Barry Glassner,3.7,465014909,9.78047E+12,en-US,210,3095,305,3/16/2000,Basic Books
41232,Culture of Fear Revisited,Frank Furedi,3.52,826493955,9.78083E+12,eng,236,61,3,12/26/2006,Bloomsbury Academic
41250,GraceLand,Chris Abani,3.78,312425287,9.78031E+12,en-US,336,2121,202,1/26/2005,Picador
41258,Raised on Rock: Growing Up at Graceland,David Stanley/Mark Bego,2.75,1851588523,9.78185E+12,eng,192,4,0,12/1/1931,Trafalgar Square Publishing
41261,The White Widow,Jim Lehrer,3.04,189162041X,9.78189E+12,en-US,224,181,19,5/19/2000,PublicAffairs
41264,The Franklin Affair,Jim Lehrer,3.12,345468031,9.78035E+12,eng,208,144,25,6/13/2006,Random House Trade
41270,Short List (One-Eyed Mack  #5),Jim Lehrer,4.09,399136657,9.7804E+12,eng,224,23,3,2/6/1992,Putnam Publishing Group
41273,Fine Lines (One-Eyed Mack  #6),Jim Lehrer,3.23,517164353,9.78052E+12,eng,0,17,4,11/19/1995,Random House Value Publishing
41278,Kick the Can (One-Eyed Mack  #1),Jim Lehrer,3.85,1571780599,9.78157E+12,eng,223,77,10,8/1/1997,Council Oak Books
41304,Strangers from a Different Shore: A History of Asian Americans,Ronald Takaki,4.13,316831301,9.78032E+12,en-US,640,888,45,9/23/1998,Back Bay Books
41307,La chute,Albert Camus,4.04,318634872,9.78032E+12,fre,152,87,6,1/11/1999,Gallimard
41315,Syrup,Max Barry,3.88,140291873,9.78014E+12,en-US,304,4715,303,7/1/2000,New York : Penguin Books
41317,Maple Syrup Cookbook: Over 100 Recipes For Breakfast  Lunch & Dinner,Ken Haedrich,3.81,1580174043,9.78158E+12,eng,144,38,8,9/1/2001,Storey Publishing  LLC
41329,The Red Tent,Anita Diamant,4.17,312427298,9.78031E+12,en-US,321,5390,614,8/21/2007,Picador
41330,Metaconcert (Intervention  #2),Julian May,4.21,345355245,9.78035E+12,eng,282,1389,15,1/13/1989,Del Rey
41331,Surveillance (Intervention  #1),Julian May,4.19,345355237,9.78035E+12,en-US,368,1355,15,11/13/1988,Del Rey
41334,The Adversary (Saga of Pliocene Exile  #4),Julian May,4.22,345352440,9.78035E+12,eng,472,4404,54,9/12/1987,Del Rey Books
41335,Magnificat (Galactic Milieu Trilogy  #3),Julian May,4.21,345362497,9.78035E+12,en-US,432,2756,31,4/20/2011,Del Rey
41336,The Sagittarius Whorl (Rampart Worlds #3),Julian May,3.75,345395182,9.78035E+12,eng,384,339,4,1/2/2001,Del Rey Books
41340,Maison Ikkoku  Volume 7 (Maison Ikkoku  #7),Rumiko Takahashi,4.24,1591164850,9.78159E+12,eng,288,305,4,10/26/2004,VIZ Media LLC
41342,Ranma 1/2  Vol. 8 (Ranma ? (US 2nd)  #8),Rumiko Takahashi,4.15,1591161304,9.78159E+12,eng,196,1473,22,1/7/2004,Viz Media
41344,Maison Ikkoku  Volume 8 (Maison Ikkoku  #8),Rumiko Takahashi,4.23,1591165628,9.78159E+12,eng,288,283,5,11/1/2004,Viz Media
41348,The Echo Maker,Richard Powers,3.38,312426437,9.78031E+12,en-US,449,555,115,8/21/2007,Picador
41361,Afterglow: A Last Conversation With Pauline Kael,Francis Davis/Pauline Kael,3.69,306812304,9.78031E+12,eng,134,128,15,8/21/2003,Da Capo Press
41363,For Keeps: 30 Years at the Movies,Pauline Kael,4.48,452273080,9.78045E+12,eng,1312,373,18,9/1/1996,Plume
41369,Hooked: Film Writings 1985-1988,Pauline Kael,4.05,714529036,9.78071E+12,eng,528,93,5,7/1/1990,Marion Boyars Publishers
41371,Flirting With Danger (Samantha Jellicoe  #1),Suzanne Enoch,3.93,60593636,9.78006E+12,eng,384,3625,189,3/1/2005,Avon
41376,Flirting with Danger,Linda Turner,3.57,037307316X,9.78037E+12,eng,253,6,2,12/1/1989,Silhouette Books
41378,Flirting With Danger,Kate Walker,3,037311818X,9.78037E+12,eng,188,12,4,6/1/1996,Harlequin
41379,As Nature Made Him: The Boy Who Was Raised as a Girl,John Colapinto,3.97,60929596,9.78006E+12,eng,320,5456,619,2/20/2001,Harper Perennial
41394,The Serial Killers Club,Jeff Povey,3.22,446578428,9.78045E+12,eng,279,109,25,6/22/2006,Warner Books (NY)
41404,The Savage Wars Of Peace: Soldiers' Voices 1945-1989,Charles Allen,4.5,718128826,9.78072E+12,eng,290,1,0,10/1/1990,Michael Joseph Ltd./Penguin Books Ltd.
41416,Dark Water (Fog Point  #1),Linda Hall,3.66,1578569540,9.78158E+12,en-US,354,186,25,4/18/2006,Waterbrook Press
41423,The Outlaws of Sherwood,Robin McKinley,3.77,441013252,9.78044E+12,eng,368,9043,617,10/4/2005,Ace
41424,Beauty: A Retelling of the Story of Beauty and the Beast,Robin McKinley,4.05,64404773,9.78006E+12,eng,256,63876,3744,6/30/1993,HarperCollins
41426,Spindle's End,Robin McKinley,3.81,552548227,9.78055E+12,eng,464,189,19,4/3/2003,Corgi Childrens
41430,Imaginary Lands,Robin McKinley/James P. Blaylock/Patricia A. McKillip/Robert Westall/Peter Dickinson/Jane Yolen/P.C. Hodgell/Michael de Larrabetti/Joan D. Vinge,3.59,862032806,9.78086E+12,eng,256,463,19,3/26/1987,Julia MacRae
41446,Beauty,Robin McKinley,4.05,862031435,9.78086E+12,eng,256,3,0,9/29/1983,Julia MacRae
41451,The Hero and the Crown (Damar  #2),Robin McKinley,4.21,441004997,9.78044E+12,eng,227,71,7,2/1/1985,Ace
41457,Hitty  Her First Hundred Years,Rachel Field/Dorothy P. Lathrop,3.86,689822847,9.78069E+12,eng,256,7097,292,9/1/1998,Aladdin
41459,Rachel Field's Hitty: Her First Hundred Years,Rosemary Wells/Susan Jeffers/Rachel Field,4,689817169,9.78069E+12,eng,112,117,24,10/1/1999,Simon & Schuster
41460,Voting Rights Days (Hitty's Travels  #3),Ellen Weiss/Betina Ogden,4.27,689849125,9.78069E+12,eng,75,10,2,3/1/2002,Aladdin Paperbacks
41463,A Christmas Carol (Great Illustrated Classics),Malvina G. Vogel/Charles Dickens,4.36,159679237X,9.7816E+12,eng,238,466,31,1/1/2005,Abdo Publishing Company
41464,Moon in a Dewdrop: Writings of Zen Master Dogen,D?gen/Kazuaki Tanahashi/Robert Aitken/Reb Anderson/Edward G. Brown/Norman Fischer/Arnold Kotler/Daniel Leighton/Lew Richmond/Katherine Thanas/Brian Unger/Mel Weitsman/Dan Welch/Philip Whalen/David    Schneider,4.28,086547186X,9.78087E+12,eng,356,997,27,10/31/1995,North Point Press
41468,Dewdrops on a Lotus Leaf: Zen Poems of Ryokan,Ry?kan/John   Stevens,4.58,1590301080,9.78159E+12,eng,120,183,19,4/13/2004,Shambhala
41473,A Green Desire,Anton Myrer/Alastair Westgarth,3.73,60934638,9.78006E+12,en-US,576,152,9,12/4/2001,Harper Perennial
41474,The Big War,Anton Myrer,3.85,60934735,9.78006E+12,en-US,512,98,9,12/4/2001,Harper Perennial
41485,I Heard That Song Before,Mary Higgins Clark,3.82,743264916,9.78074E+12,eng,318,545,69,4/3/2007,Simon & Schuster
41486,Santa Cruise: A Holiday Mystery at Sea,Mary Higgins Clark/Carol Higgins Clark,3.41,1416535527,9.78142E+12,eng,261,4844,433,11/14/2006,Scribner
41487,No Place Like Home,Mary Higgins Clark,3.87,743497287,9.78074E+12,eng,472,11128,599,4/1/2006,Pocket Books
41488,Ghost Ship: A Cape Cod Story,Mary Higgins Clark/Wendell Minor,3.73,1416935142,9.78142E+12,eng,32,353,38,4/3/2007,Simon  Schuster/Paula Wiseman Books
41489,Deck the Halls,Mary Higgins Clark/Carol Higgins Clark,3.61,743418131,9.78074E+12,eng,292,7116,276,10/1/2001,Pocket Books
41490,On the Street Where You Live,Mary Higgins Clark/Karin Dufner,3.87,671004530,9.78067E+12,eng,387,17988,569,4/1/2002,Pocket Books
41491,Silent Night: The Remarkable Christmas Truce of 1914,Stanley Weintraub,3.6,684866226,9.78068E+12,eng,256,4041,179,10/30/2001,Pocket Books
41492,Nighttime Is My Time,Mary Higgins Clark,3.82,074341263X,9.78074E+12,eng,434,11739,485,4/6/2004,Simon & Schuster Adult Publishing Group
41495,Watchfiends and Rack Screams: Works from the Final Period,Antonin Artaud/Bernard Bador/Clayton Eshleman,4.25,1878972189,9.78188E+12,eng,352,261,14,2/1/2004,Exact Change
41497,Inside My Heart: Choosing to Live with Passion and Purpose,Robin McGraw,3.62,078521836X,9.78079E+12,eng,221,1113,183,9/12/2006,Nelson Books
41502,Lord John and the Brotherhood of the Blade  (Lord John Grey  #2),Diana Gabaldon,3.91,385337493,9.78039E+12,eng,494,17271,776,8/28/2007,Delacorte Press
41503,How to Stop Worrying and Start Living,Dale Carnegie,4.12,749307234,9.78075E+12,eng,293,240,16,5/23/1990,Vermilion
41504,Andrew Carnegie and the Rise of Big Business (Library of American Biography Series),Harold C. Livesay,3.25,321432878,9.78032E+12,eng,230,28,1,3/1/2006,Pearson
41505,How to Develop Self-Confidence and Influence People by Public Speaking,Dale Carnegie,4.14,749305797,9.78075E+12,eng,256,68,1,3/29/1990,Vermilion
41506,The Autobiography of Andrew Carnegie and the Gospel of Wealth,Andrew Carnegie/Gordon Hutner,3.98,451530381,9.78045E+12,eng,336,405,45,11/7/2006,Signet
41513,Love in the Time of Cholera,Gabriel Garcia Marquez/Edith Grossman,3.91,816147175,9.78082E+12,eng,551,20,1,5/1/1989,Thorndike Press
41518,A Fan's Notes,Frederick Exley/Jonathan Yardley,4.08,679602712,9.78068E+12,eng,425,81,10,8/5/1997,Modern Library
41536,My Soul to Keep (African Immortals  #1),Tananarive Due,4.17,006105366X,9.78006E+12,eng,346,3799,361,4/8/1998,Harper Voyager
41537,Joplin's Ghost,Tananarive Due,3.91,743449045,9.78074E+12,eng,496,738,72,9/19/2006,Washington Square Press
41538,The Living Blood (African Immortals  #2),Tananarive Due,4.34,671040847,9.78067E+12,en-US,515,1862,124,1/1/2002,Washington Square Press
41539,The Good House,Tananarive Due,3.94,743296168,9.78074E+12,eng,597,2679,365,12/1/2006,Simon & Schuster
41541,The Prestige,Christopher Priest,3.89,765356171,9.78077E+12,eng,368,441,58,10/3/2006,Tor Books
41544,The Mammoth Book of Storms  Shipwrecks and Sea Disasters,Richard Russell Lawrence,3.57,786714689,9.78079E+12,eng,512,11,3,10/4/2004,Running Press
41551,The Stones of Summer,Dow Mossman,3.15,1585675172,9.78159E+12,eng,586,421,110,2/24/2004,Overlook Press
41555,The Summer House,Jean Stone,3.89,553580833,9.78055E+12,eng,352,128,6,4/4/2000,Bantam
41559,Peek-a-Boo! (Babyfaces),Roberta Grobel Intrater,3.69,590058967,9.78059E+12,eng,12,111,11,10/1/1997,Cartwheel
41567,The Handmaid's Tale,Margaret Atwood,4.11,771008740,9.78077E+12,eng,368,1185,89,9/19/2006,McClelland & Stewart
41573,The BFG: A Set of Plays,Roald Dahl/David Wood,4.26,142407925,9.78014E+12,eng,128,518,48,2/1/2007,Puffin Books
41576,Science Notebooks: Writing about Inquiry,Lori Fulton/Brian Campbell/Linda Gregg,3.64,325005680,9.78033E+12,eng,112,55,6,7/2/2003,Heinemann Educational Books
41590,Interviews with John Kenneth Galbraith (Conversations with Public Intellectuals),John Kenneth Galbraith/James Ronald Stanfield/J. Ron Stanfield/Jacqueline Bloom Stanfield,4.5,1578066107,9.78158E+12,eng,247,2,0,2/20/2004,University Press of Mississippi
41592,The Economics of Innocent Fraud: Truth for Our Time,John Kenneth Galbraith,3.6,618013245,9.78062E+12,en-US,62,225,28,4/26/2004,Houghton Mifflin Harcourt
41595,Robin Williams Web Design Workshop,Robin P. Williams/John Tollett/Dave Rohr,3.8,201748673,9.7802E+12,eng,384,54,1,8/4/2001,Peachpit Press
41602,The Non-Designer's Web Book,Robin P. Williams/John Tollett,3.66,321303377,9.78032E+12,en-US,335,212,19,9/26/2005,Peachpit Press
41611,Hard Drive: Bill Gates and the Making of the Microsoft Empire,James Wallace/Jim  Erickson,4.11,887306292,9.78089E+12,en-US,426,1234,41,3/26/1993,HarperCollins
41639,Bill Gates: Computer Legend (Famous Lives),Sara Barton-Wood,5,739844326,9.78074E+12,eng,48,0,0,11/1/2001,Raintree
41648,Chicken Trek,Stephen Manes,4.39,553157167,9.78055E+12,eng,128,96,8,7/1/1989,Bantam Skylark
41649,Make Four Million Dollars by Next Thursday!,Stephen Manes/George Ulrich,3.68,440413702,9.78044E+12,eng,87,79,12,7/8/1996,Yearling Books
41651,Slim Down Camp,Stephen Manes,3.9,553233505,9.78055E+12,eng,176,9,2,12/1/1986,Bantam Books
41652,The Boy Who Turned Into a TV Set,Stephen Manes/Michael  Bass,4,380620006,9.78038E+12,eng,10,8,3,2/1/1984,Avon Books
41654,Masters of Enterprise: Giants of American Business from John Jacob Astor and J.P. Morgan to Bill Gates and Oprah Winfrey,H.W. Brands,4,684854732,9.78068E+12,eng,368,101,10,6/7/1999,Free Press
41658,The Devil in the Junior League,Linda Francis Lee,3.62,312354959,9.78031E+12,eng,336,3852,531,8/22/2006,St. Martin's Press
41659,Prom Anonymous,Blake Nelson,3.42,142407453,9.78014E+12,eng,262,462,59,2/15/2007,Speak
41661,The New Rules of High School,Blake Nelson,3.54,142402427,9.78014E+12,en-US,224,46,2,9/9/2004,Speak
41662,Cool Girl,Blake Nelson/Hans Schumacher,3.76,3407788193,9.78341E+12,ger,298,8,1,12/1/2000,Beltz und Gelberg
41663,They Came from Below,Blake Nelson,3.66,765314231,9.78077E+12,eng,299,189,42,6/26/2007,Tor Books
41664,User,Blake Nelson,3.37,970481713,9.78097E+12,eng,255,81,8,7/15/2003,Versus Press
41665,Exile,Blake Nelson/Francine Kass,3.15,684838389,9.78068E+12,en-US,288,159,14,6/11/1997,Scribner
41666,Girl (Girl  #1),Blake Nelson,3.76,671897071,9.78067E+12,en-US,252,2001,198,9/13/1994,Touchstone Books
41667,My Side of the Mountain (Mountain  #1),Jean Craighead George,4.06,142401110,9.78014E+12,eng,192,55045,2605,4/12/2004,Puffin Books
41675,The Theban Plays: Oedipus Rex  Oedipus at Colonus & Antigone,Sophocles/George      Young,3.97,048645049X,9.78049E+12,eng,176,182,14,6/23/2006,Dover Publications
41681,The Jungle,Upton Sinclair/Earl Lee/Kathleen DeGrave,3.74,1884365302,9.78188E+12,eng,335,110423,4133,4/1/2003,See Sharp Press
41684,The Jungle Books,Rudyard Kipling/Alev Lytle Croutier,4.02,451529758,9.78045E+12,eng,368,78036,692,5/3/2005,Signet Classics
41688,Human Croquet,Kate Atkinson,3.72,312186886,9.78031E+12,eng,352,6917,548,11/12/1999,Picador
41689,The Key to Rebecca,Ken Follett/Arto Haila,3.89,451207793,9.78045E+12,eng,352,19339,615,2/4/2003,NAL
41691,Paper Money,Ken Follett,3.32,330345044,9.78033E+12,eng,286,102,17,3/1/1996,MacMillan General Books
41693,Skeleton Coast (Oregon Files  #4),Clive Cussler/Jack Du Brul,4.12,425211894,9.78043E+12,eng,373,7591,210,10/3/2006,Berkley
41694,Dragon (Dirk Pitt  #10),Clive Cussler,3.92,1416537805,9.78142E+12,en-US,602,11450,230,10/31/2006,Pocket Books
41695,Dark Watch (Oregon Files  #3),Clive Cussler/Jack Du Brul,4.1,425205592,9.78043E+12,eng,357,5956,185,10/31/2005,Berkley
41696,Black Wind (Dirk Pitt  #18),Clive Cussler/Dirk Cussler,3.86,425204235,9.78043E+12,eng,639,10113,304,6/6/2006,G.P. Putnam's Sons
41697,Cyclops (Dirk Pitt  #8),Clive Cussler,3.87,671704648,9.78067E+12,eng,473,11750,216,12/1/1986,Pocket Books
41698,Deep Six (Dirk Pitt  #7),Clive Cussler,3.9,1416516859,9.78142E+12,en-US,535,14501,241,1/1/2006,Pocket Books
41699,Polar Shift (NUMA Files  #6),Clive Cussler/Paul Kemprecos,3.91,141017724,9.78014E+12,eng,504,7121,185,8/30/2005,Putnam
41700,Vixen 03 (Dirk Pitt  #5),Clive Cussler,3.84,055358944X,9.78055E+12,eng,384,10238,199,7/25/2006,Bantam
41701,The Mediterranean Caper (Dirk Pitt  #2),Clive Cussler,3.78,425197395,9.78043E+12,eng,391,15305,494,4/6/2004,G.P. Putnam's Sons
41702,The Navigator (NUMA Files  #7),Clive Cussler/Paul Kemprecos,3.94,399154191,9.7804E+12,en-US,437,6152,248,6/5/2007,Putnam Publishing Group
41703,Golden Buddha (Oregon Files  #1),Clive Cussler/Craig Dirgo,3.9,141010312,9.78014E+12,eng,527,9171,309,3/24/2005,Penguin Books
41704,Shock Wave (Dirk Pitt  #13),Clive Cussler,4.02,743449673,9.78074E+12,eng,537,14019,260,1/1/1996,Downtown Press
41706,Raise the Titanic! (Dirk Pitt  #4),Clive Cussler,3.98,425194523,9.78043E+12,eng,545,21489,636,2/3/2004,G.P. Putnam's Sons
41707,Atlantis Found (Dirk Pitt  #15),Clive Cussler,3.99,425204030,9.78043E+12,eng,530,21436,584,10/26/2004,Berkley Trade
41708,Muerte Blanca,Clive Cussler/Paul Kemprecos,3.91,030734326X,9.78031E+12,spa,421,2,0,9/6/2005,Debolsillo
41710,Iceberg (Dirk Pitt  #3),Clive Cussler,3.85,425197387,9.78043E+12,eng,340,18244,381,3/2/2004,Berkley Books
41711,Fire Ice (NUMA Files  #3),Clive Cussler/Paul Kemprecos,3.92,399148728,9.7804E+12,en-US,434,186,7,6/3/2002,Putnam Adult
41712,Lost City (NUMA Files  #5),Clive Cussler/Paul Kemprecos,3.9,425204197,9.78043E+12,en-US,515,227,17,7/26/2005,G.P. Putnam's Sons
41713,The Sea Hunters II (The Sea Hunters  #2),Clive Cussler/Craig Dirgo,3.85,425193721,9.78043E+12,en-US,464,1311,37,12/30/2003,G.P. Putnam's Sons
41714,The Sea Hunters (The Sea Hunters #1),Clive Cussler/Craig Dirgo,3.82,743480694,9.78074E+12,en-US,432,2004,58,9/1/2003,Pocket Star
41715,La Ciudad Perdida (NUMA Files  #5),Clive Cussler/Paul Kemprecos,3.9,307376648,9.78031E+12,spa,432,2,0,11/7/2006,Debolsillo
41716,Sahara (Dirk Pitt  #11),Clive Cussler,3.96,030720961X,9.78031E+12,spa,400,51807,724,1/11/2005,Debolsillo
41717,Clive Cussler and Dirk Pitt Revealed,Clive Cussler/Craig Dirgo,3.88,671026224,9.78067E+12,eng,544,2066,35,10/1/1998,Pocket Books
41719,Cliffs Notes on Billy Budd & Typee,Mary Ellen Snodgrass,3.5,764539507,9.78076E+12,eng,80,3,0,1/24/2003,Cliffs Notes
41735,Billy Budd  Sailor,Herman Melville,3.12,014062175X,9.78014E+12,eng,96,178,20,10/24/1995,Penguin Books Ltd
41740,Billy Budd  Sailor,Herman Melville,3.12,1417647116,9.78142E+12,eng,127,29,0,3/1/1999,Turtleback Books
41760,Billy Budd  Sailor and Other Uncompleted Writings: The Writings of Herman Melville  Volume 13,Herman Melville/Hershel Parker/G. Thomas Tanselle/Harrison Hayford/Robert Sandberg/Alma MacDougall Reising,3.11,810111144,9.78081E+12,eng,1016,0,0,9/15/2017,Northwestern Univ Press
41773,Billy Budd  marin,Herman Melville,3.12,2070709043,9.78207E+12,fre,182,9,0,5/14/1987,Gallimard
41780,The Elections of 2004,Michael Nelson,4,1568028342,9.78157E+12,eng,213,7,0,3/15/2005,CQ Press
41781,Love Sick: A Smoldering Look at Love  Lust  and Marriage,Michael J. Nelson/Charles S. Anderson Design Company/Pop Ink,3.76,810957906,9.78081E+12,eng,176,71,8,9/1/2005,Harry N. Abrams
41782,Goth-Icky: A Macabre Menagerie of Morbid Monstrosities,Michael J. Nelson/Charles S. Anderson Design Company/Pop Ink,3.65,810957892,9.78081E+12,eng,176,147,11,9/1/2005,Harry N. Abrams
41783,Fluffy Humpy Poopy Puppy: A Ruff  Dog-Eared Look at Man's Best Friend,Michael J. Nelson/Pop Ink/Charles S. Anderson Design Company,4,810970570,9.78081E+12,eng,176,56,7,9/1/2006,Harry N. Abrams
41784,Mike Nelson's Death Rat!,Michael J. Nelson,3.66,60934727,9.78006E+12,eng,336,450,44,4/15/2003,Dey Street Books
41786,Joel on Software,Joel Spolsky,4.11,1590593898,9.78159E+12,eng,384,2981,118,10/28/2004,Apress
41793,Hackers & Painters: Big Ideas from the Computer Age,Paul Graham/Allen Noren/Matt Hutchinson,4.05,596006624,9.7806E+12,eng,272,6572,302,5/25/2004,O'Reilly Media
41804,I  Robot (Robot  #0.1),Isaac Asimov,4.19,553803700,9.78055E+12,eng,224,238100,4196,6/1/2004,Spectra
41805,I  Robot: The Illustrated Screenplay,Harlan Ellison,4.03,1596870419,9.7816E+12,eng,288,26,1,5/1/2004,iBooks
41810,The Robots of Dawn (Robot #3),Isaac Asimov,4.16,553299492,9.78055E+12,eng,435,31186,866,3/1/1994,Spectra
41814,I. Asimov,Isaac Asimov,4.2,055356997X,9.78055E+12,eng,578,1729,97,1/1/1995,Bantam
41815,Asimov's New Guide to Science,Isaac Asimov,4.38,140172130,9.78014E+12,eng,896,49,1,5/27/1993,Penguin
41820,Pebble in the Sky (Galactic Empire #3),Isaac Asimov,3.88,553293427,9.78055E+12,eng,308,14022,452,12/1/1991,Bantam
41821,The Gods Themselves,Isaac Asimov,4.09,1857989341,9.78186E+12,eng,288,42770,1022,2/10/2000,Millenium
41822,The Stars  Like Dust (Galactic Empire  #1),Isaac Asimov,3.74,553293435,9.78055E+12,eng,304,12547,424,12/1/1991,Spectra
41824,The Currents of Space (Galactic Empire  #2),Isaac Asimov,3.83,4490249512,9.78045E+12,eng,192,37,3,1/1/1952,Fawcett crest
41832,Gold: The Final Science Fiction Collection,Isaac Asimov/Orson Scott Card,4,60556528,9.78006E+12,eng,416,2476,85,10/21/2003,Harper Voyager
41834,Asimov's Guide to the Bible: The Old Testament,Isaac Asimov,4.07,380010321,9.78038E+12,eng,677,237,20,11/1/1971,Avon Books (P)
41840,100 Great Fantasy Short Short Stories,Isaac Asimov/Terry Carr/Martin H. Greenberg/Janet  Fox,3.91,380699176,9.78038E+12,eng,395,204,19,8/1/1985,Avon
41851,Rock Star Superstar,Blake Nelson,3.61,142405744,9.78014E+12,en-US,229,310,34,4/6/2006,Speak
41856,Writings and Selected Narratives of the Exploration and Settlement of Virginia,John  Smith,3.39,1598530011,9.7816E+12,en-US,1327,28,3,3/22/2007,Library of America
41861,John  Paul  George & Ben,Lane Smith,4.21,786848936,9.78079E+12,eng,40,3500,393,4/1/2006,Little  Brown Books for Young Readers
41862,Evolution and the Theory of Games,John Maynard Smith,4,521288843,9.78052E+12,eng,234,86,5,10/21/1982,Cambridge University Press
41863,The Origins of Life: From the Birth of Life to the Origin of Language,John Maynard Smith/Eors Szathmary,4.13,019286209X,9.78019E+12,eng,192,43,3,11/26/2000,Oxford University Press  USA
41864,American Genesis: Captain John Smith and the Founding of Virginia,Alden T. Vaughan,3.43,673393550,9.78067E+12,eng,224,23,2,8/17/2019,Pearson
41865,Twilight (Twilight  #1),Stephenie Meyer,3.59,316015849,9.78032E+12,eng,501,4597666,94265,9/6/2006,Little  Brown and Company
41885,Sense and Sensibility,Jane Austen,4.07,1593081251,9.78159E+12,eng,325,1278,153,7/25/2004,Barnes & Noble
41887,Uncle Shelby's ABZ Book,Shel Silverstein,4.36,067121148X,9.78067E+12,eng,80,2550,222,9/9/1985,Gallery Books
41890,Who Wants a Cheap Rhinoceros?,Shel Silverstein,3.96,689851138,9.78069E+12,eng,64,1907,124,8/1/2002,Simon  Schuster Books for Young Readers
41899,Fantastic Beasts and Where to Find Them (Hogwarts Library),Newt Scamander/J.K. Rowling,3.99,439321603,9.78044E+12,eng,128,259399,5513,6/1/2001,Arthur A. Levine Books
41900,J.K. Rowling - A Biography,Sean Smith,3.73,1843170175,9.78184E+12,eng,248,937,41,5/1/2003,Michael O'Mara Books
41903,Das Zauberer-Handbuch - Die Magische Welt der Joanne K. Rowling von A bis Z,Allan Zola Kronzek,4.04,3442451531,9.78344E+12,ger,304,39,1,11/1/2001,Goldmann
41907,Harry Potter und die Kammer des Schreckens (Harry Potter  #2),J.K. Rowling,4.42,3551552096,9.78355E+12,ger,351,26,1,9/30/2000,Carlsen
41908,Harry Potter und der Gefangene von Askaban (Harry Potter  #3),J.K. Rowling/Rufus Beck,4.56,3895849618,9.7839E+12,ger,13,313,8,8/31/2002,Dhv der Horverlag
41909,Harry Potter ve S?rlar Odas? (Harry Potter  #2),J.K. Rowling/Sevin Okyay,4.42,3570211029,9.78357E+12,tur,403,1000,41,10/1/2001,Yap? Kredi Yay?nlar?
41911,Harry Potter und der Gefangene von Askaban (Harry Potter  #3),J.K. Rowling,4.56,355155210X,9.78355E+12,ger,448,30,2,4/1/2001,Carlsen
41918,There are No Children Here: The Story of Two Boys Growing Up in the Other America,Alex Kotlowitz,4.27,385265565,9.78039E+12,eng,323,12092,837,1/5/1992,Anchor Books
41919,Infants  Children  and Adolescents (MyDevelopmentLab Series),Laura E. Berk,3.64,205419283,9.78021E+12,en-US,784,19,2,9/10/2004,Allyn & Bacon
41926,Spring Music,Elvi Rhodes,4.05,552146552,9.78055E+12,eng,464,37,5,8/19/1999,Corgi
41951,Scarlet Feather,Maeve Binchy,3.96,451203771,9.78045E+12,eng,549,22812,791,3/1/2002,Signet
41952,The Lilac Bus,Maeve Binchy,3.62,99498642,9.7801E+12,eng,196,9649,297,1/12/2007,Dell
41962,Light a Penny Candle,Maeve Binchy,3.91,009949857X,9.7801E+12,eng,832,14656,585,5/4/2006,Arrow
41967,Evening Class,Maeve Binchy,3.99,752876821,9.78075E+12,en-GB,528,35964,855,6/30/2005,Orion Publishing Group
