bookID,title,authors,average_rating,isbn,isbn13,language_code,  num_pages,ratings_count,text_reviews_count,publication_date,publisher,
24345,Sachs & Violens,Peter David/George Perez,3.26,1401210503,9.7814E+12,en-US,128,66,9,12/6/2006,DC Comics,
24346,Nicomachean Ethics,Aristotle/Joe Sachs,3.94,1585100358,9.78159E+12,eng,240,238,29,1/1/2002,Focus,
24374,Harper Lee's To Kill a Mockingbird (Bloom's Guides),Harold Bloom/Harper Lee,4.41,791077640,9.78079E+12,eng,98,4687,19,6/30/2004,Chelsea House Publications,
24378,His Dark Materials,Nicholas Wright/Philip Pullman,4.02,185459768X,9.78185E+12,eng,236,38,4,4/1/2004,Nick Hern Books,
24379,His Dark Materials: New Edition,Nicholas Wright/Philip Pullman,4.02,1854598317,9.78185E+12,eng,192,17,1,4/1/2005,Nick Hern Books,
24381,His Dark Materials Trilogy (Northern Lights; The Subtle Knife; The Amber Spyglass),Philip Pullman,4.26,439994349,9.78044E+12,eng,1016,341,22,11/16/2001,Hippo/Scholastic,
24384,The Cricket in Times Square,George Selden/Garth Williams,4.02,440228891,9.78044E+12,eng,134,55747,1374,5/11/1999,Yearling,
24394,Lucie Babbidge's House,Sylvia Cassedy,3.73,038071812X,9.78038E+12,eng,242,162,21,4/1/1993,HarperCollins Publishers,
24403,Nine Horses,Billy Collins,4.17,375755209,9.78038E+12,eng,144,4107,246,10/14/2003,Random House Trade,
24406,The Apple that Astonished Paris,Billy Collins,4.2,155728024X,9.78156E+12,eng,61,542,43,2/1/1999,University of Arkansas Press,
24414,The Circle (Dan Lenson  #3),David Poyer,4.09,312929641,9.78031E+12,en-US,543,354,8,6/15/1993,St. Martin's Paperbacks,
24424,The Sorority: Samantha (Sorority Trilogy  #3),Tamara Thorne,3.72,786015411,9.78079E+12,eng,288,183,18,8/1/2003,Pinnacle,
24431,Trickster's Choice (Daughter of the Lioness  #1),Tamora Pierce,4.27,439968089,9.78044E+12,eng,453,43090,800,9/17/2004,Scholastic Press,
24432,Trickster's Choice (Daughter of the Lioness  #1),Tamora Pierce/Trini Alvarado,4.27,307283798,9.78031E+12,eng,12,74,20,12/13/2005,Listening Library,
24438,Video Girl Ai  Vol. 15: Len's Story,Masakazu Katsura,3.75,142150295X,9.78142E+12,en-US,208,134,0,4/4/2006,VIZ Media,
24441,The Ships of Earth (Homecoming Saga #3),Orson Scott Card,3.54,812532635,9.78081E+12,eng,351,9326,125,1/15/1995,Tor Books,
24442,Heathersleigh Homecoming (Secrets of Heathersleigh Hall  #3),Michael R. Phillips,4.33,764222376,9.78076E+12,eng,429,194,15,10/1/1999,Bethany House Publishers,
24450,Bait and Switch: The (Futile) Pursuit of the American Dream,Barbara Ehrenreich,3.48,805081240,9.78081E+12,eng,248,4002,473,7/25/2006,St. Martin's Press,
24455,For Her Own Good: Two Centuries of the Experts' Advice to Women,Barbara Ehrenreich/Deirdre English,3.97,1400078008,9.7814E+12,en-US,410,2126,123,1/4/2005,Anchor,
24457,Fear of Falling: The Inner Life of the Middle Class,Barbara Ehrenreich,3.91,60973331,9.78006E+12,eng,292,331,23,9/26/1990,Harper Perennial,
24459,On Duties (De Officiis),Marcus Tullius Cicero/Walter Miller,3.96,674990331,9.78067E+12,eng,448,111,11,1/1/1913,Harvard University Press,
24472,Peony in Love,Lisa See,3.6,140006466X,9.7814E+12,eng,273,37411,3719,6/26/2007,Random House,
24473,See How She Dies,Lisa Jackson,3.9,821776053,9.78082E+12,eng,510,2949,146,8/1/2004,Zebra Books,
24475,Chuck Klosterman IV: A Decade of Curious People and Dangerous Ideas,Chuck Klosterman,3.85,743284887,9.78074E+12,en-US,374,14639,667,9/5/2006,Scribner Book Company,
24476,Fargo Rock City: A Heavy Metal Odyssey in Rural North Dakota,Chuck Klosterman,3.8,743406567,9.78074E+12,eng,288,12448,526,5/1/2002,Scribner,
24478,i am 8-bit: Art Inspired by Classic Videogames of the '80s,Jon M. Gibson/Chuck Klosterman,4.11,811853195,9.78081E+12,en-US,156,114,12,3/30/2006,Chronicle Books,
24497,No Idle Hands: The Social History of American Knitting,Anne Macdonald,4.02,345362535,9.78035E+12,eng,512,456,61,5/19/1990,Ballantine,
24510,How to be Idle,Tom Hodgkinson,3.81,60779683,9.78006E+12,en-US,289,103,14,5/10/2005,Harpercollins,
24517,The Stuffed Owl: An Anthology of Bad Verse,D.B. Wyndham-Lewis/Charles  Lee/Billy Collins/Max Beerbohm,3.73,1590170385,9.78159E+12,eng,264,69,9,4/30/2003,NYRB Classics,
24520,The Complete Aubrey/Maturin Novels (5 Volumes),Patrick O'Brian,4.7,039306011X,9.78039E+12,eng,6576,1338,81,10/17/2004,W. W. Norton  Company,
24521,The Hundred Days (Aubrey & Maturin #19),Patrick O'Brian,4.35,393319792,9.78039E+12,eng,281,5325,150,11/17/1999,W. W. Norton  Company,
24524,The Final Unfinished Voyage of Jack Aubrey (Aubrey & Maturin #21),Patrick O'Brian/Richard Snow,3.99,039306025X,9.78039E+12,eng,144,2194,121,10/17/2004,W. W. Norton  Company,
24525,The Truelove (Aubrey & Maturin #15),Patrick O'Brian,4.36,393310167,9.78039E+12,eng,304,6025,139,7/17/1993,W. W. Norton  Company,
24526,Blue at the Mizzen (Aubrey & Maturin #20),Patrick O'Brian,4.38,039332107X,9.78039E+12,eng,262,2375,95,9/17/2000,W. W. Norton  Company,
24530,Field Guide to Home Buying in America,Mark LeVine/Michael Pollan/Stephen M. Pollan,2.5,671639617,9.78067E+12,eng,256,4,1,5/15/1988,Touchstone,
24546,Gilliam on Gilliam (Directors on Directors),Terry Gilliam/Ian Christie,4.1,571202802,9.78057E+12,eng,294,264,13,11/15/1999,Faber  Faber,
24562,The Adventures of Baron Munchausen: The Illustrated Screenplay,Terry Gilliam/Charles McKeown,3.52,155783041X,9.78156E+12,eng,238,11,0,4/1/1989,Rowman & Littlefield Publishers,
24565,The Complete Monty Python's Flying Circus: All the Words  Vol. 2,Graham Chapman/John Cleese/Terry Gilliam/Eric Idle/Terry Jones/Michael Palin,4.44,679726489,9.78068E+12,eng,384,1212,18,11/12/1989,Pantheon,
24566,The Pythons Autobiography by The Pythons,Graham Chapman/John Cleese/Terry Gilliam/Eric Idle/Terry Jones/Michael Palin/Bob McCabe,4.08,312311451,9.78031E+12,eng,368,70,9,11/15/2005,St. Martin's Griffin,
24568,The Complete Monty Python's Flying Circus: All the Words: Volume 1,Graham Chapman/Eric Idle/Terry Gilliam/John Cleese/Terry Jones/Michael Palin/Roger Wilmut,4.38,679726470,9.78068E+12,eng,352,3172,40,11/12/1989,Pantheon,
24569,The Gangs of New York,Herbert Asbury/Jorge Luis Borges,3.6,1560252758,9.78156E+12,eng,384,2835,209,10/30/2001,Basic Books,
24572,All Around the Town,Herbert Asbury,3.62,1560255218,9.78156E+12,eng,364,95,3,10/24/2003,Basic Books,
24580,The Adventures of Tom Sawyer and Adventures of Huckleberry Finn,Mark Twain/Shelly Fisher Fishkin,4.08,451528646,9.78045E+12,eng,520,33489,453,12/3/2002,Signet Classics,
24581,The Adventures of Tom Sawyer (Adventures of Tom and Huck  #1),Mark Twain/Scott McKowen,3.91,1402714602,9.7814E+12,eng,224,1507,105,10/1/2004,Sterling,
24583,The Adventures of Tom Sawyer (Adventures of Tom and Huck  #1),Mark Twain/Guy Cardwell/John Seelye,3.91,143039563,9.78014E+12,eng,244,667590,6783,2/28/2006,Penguin Classics,
24589,The Moon in Hiding (The Green Lion Trilogy #2),Teresa Edgerton,4,441542158,9.78044E+12,eng,208,162,4,9/1/1989,Ace,
24591,The Short Stories  Vol 3,Ernest Hemingway/Stacy Keach,3.77,743527291,9.78074E+12,eng,5,80,6,3/1/2003,Simon  Schuster Audio,
24594,Selections from the Oakland Tribune Archives (Images of America: California),Annalee Allen,3,073854678X,9.78074E+12,eng,128,2,1,10/30/2006,Arcadia Publishing (SC),
24596,Sebastopol (Images of America: California),Western Sonoma County Historical Society,4.4,738528528,9.78074E+12,eng,128,4,1,9/21/2003,Arcadia Publishing (SC),
24597,Center City Philadelphia in the 19th Century (Images of America: Pennsylvania),Library Company of Philadelphia,4.44,738544922,9.78074E+12,eng,128,9,1,10/23/2006,Arcadia Publishing (SC),
24598,Juneau and Sauk Counties: 1850-2000 (Images of America: Wisconsin),Jacqueline Ann/Sheila Z.,2.67,738519383,9.78074E+12,eng,128,3,0,3/5/2002,Arcadia Publishing,
24601,Paris Spleen,Charles Baudelaire/Louise Varese,4.3,811200078,9.78081E+12,eng,118,7792,176,1/17/1970,New Directions,
24603,The Writer of Modern Life: Essays on Charles Baudelaire,Walter Benjamin/Michael W. Jennings/Rodney Livingstone/Edmund F.N. Jephcott/Harry Zohn/Howard Eiland,4.3,674022874,9.78067E+12,eng,307,267,4,11/1/2006,Belknap Press,
24604,Flowers of Evil and Other Works/Les Fleurs du Mal et Oeuvres Choisies : A Dual-Language Book (Dover Foreign Language Study Guides) (English and French Edition),Charles Baudelaire/Wallace Fowlie,4.35,486270920,9.78049E+12,fre,304,569,24,5/1/1992,Dover Publications,
24605,On Wine and Hashish,Charles Baudelaire/Andrew Brown/Margaret Drabble,3.93,1843910179,9.78184E+12,eng,88,751,17,9/1/2002,Hesperus Press,
24606,Intimate Journals,Charles Baudelaire/Christopher Isherwood/W.H. Auden,3.73,486447782,9.78049E+12,eng,128,217,27,6/16/2006,Dover Publications,
24607,The Painter of Modern Life and Other Essays (Phaidon Arts and Letters),Charles Baudelaire/Jonathon Mayne,3.96,714833657,9.78071E+12,eng,310,639,14,8/24/1995,Phaidon Press,
24612,Candide,Voltaire/Larousse,3.77,2038717001,9.78204E+12,fre,240,217,15,5/1/2007,Larousse Kingfisher Chambers,
24613,Candide,Voltaire/Mona Mulhair,3.77,743280547,9.78074E+12,fre,286,3,1,10/1/2005,Kaplan,
24614,The Handbook (The Encheiridion),Epictetus/Nicholas P. White,4.23,915145693,9.78092E+12,eng,35,708,57,6/1/1983,Hackett Publishing Company  Inc.,
24617,A Manual for Living,Epictetus/Sharon Lebell,4.23,62511114,9.78006E+12,eng,96,171,14,6/23/1994,HarperOne,
24620,Discourses  Books 3-4. The Enchiridion (Loeb Classical Library #218),Epictetus/William A. Oldfather,4.34,674992407,9.78067E+12,eng,576,110,7,1/1/1928,Harvard University Press (Cambridge),
24626,A Stranger Came Ashore,Mollie Hunter/Lisa Falkenstern,3.82,64400824,9.78006E+12,eng,163,464,49,4/6/1977,HarperCollins Publishers,
24634,Rob Roy MacGregor,Nigel Tranter,3.93,1897784317,9.7819E+12,eng,192,100,3,9/1/2012,Neil Wilson Publishing,
24635,Rob Roy,Walter Scott,3.7,543899403,9.78054E+12,eng,537,4,0,11/16/2000,Adamant Media Corporation,
24636,From Glencoe to Stirling: Rob Roy  the Highlanders & Scotlands Chivalric Age (Tales of a Scottish Grandfather 3),Walter Scott/George Grant,3.7,1581821298,9.78158E+12,eng,288,12,1,10/20/2000,Cumberland House Publishing,
24647,Myths of the Norsemen: Retold from the Old Norse Poems and Tales,Roger Lancelyn Green/Alan Langford,4,140367381,9.78014E+12,eng,262,425,27,11/1/1994,Puffin Books,
24655,D'Aulaires' Book of Norse Myths,Ingri d'Aulaire/Edgar Parin d'Aulaire/Michael Chabon,4.39,159017125X,9.78159E+12,eng,154,3485,260,5/31/2005,New York Review of Books,
24657,Penguin Book Of Norse Myths: Gods Of The Vikings,Kevin Crossley-Holland,4.2,140258698,9.78014E+12,en-GB,276,116,9,1/7/1997,Penguin UK,
24658,The Prose Edda,Snorri Sturluson/Jesse L. Byock,4.17,140447555,9.78014E+12,eng,180,8625,321,7/28/2005,Penguin Classics,
24660,Exploring the Northern Tradition: A Guide to the Gods  Lore  Rites  and Celebrations From the Norse  German  and Anglo-Saxon Traditions,Galina Krasskova/Swain Wodening,3.83,1564147916,9.78156E+12,eng,224,443,29,5/15/2005,New Page Books,
24666,Tales of the Norse Gods,Barbara Leonie Picard/Rosamund Fowler,4.05,192751166,9.78019E+12,en-GB,160,43,4,3/22/2001,Oxford University Press  USA,
24671,The Tristan Betrayal,Robert Ludlum,3.84,312990685,9.78031E+12,eng,505,5942,150,10/17/2004,St. Martin's Paperbacks,
24674,Isolde  Queen of the Western Isle (Tristan and Isolde  #1),Rosalind Miles,3.64,1400047862,9.7814E+12,eng,360,2260,151,6/24/2003,Broadway Books,
24676,The Ultimate Guide to Anal Sex for Women,Tristan Taormino,4.11,1573442216,9.78157E+12,eng,180,382,26,1/27/2006,Cleis Press,
24682,Oh  The Places You¡¦ll Go!,Dr. Seuss,4.35,7158521,9.78001E+12,eng,48,969,75,5/6/2003,HarperCollinsChildren¡¦sBooks,
24686,Toys Go Out: Being the Adventures of a Knowledgeable Stingray  a Toughy Little Buffalo  and Someone Called Plastic (Toys #1),Emily Jenkins/Paul O. Zelinsky,3.94,375836047,9.78038E+12,eng,116,3983,513,9/12/2006,Schwartz & Wade Books,
24692,Melville: His World and Work,Andrew Delbanco,4.04,375702970,9.78038E+12,eng,448,273,37,9/12/2006,Vintage,
24703,Racso and the Rats of NIMH (Rats of NIMH  #2),Jane Leslie Conly/Leonard B. Lubin,3.77,64402452,9.78006E+12,eng,288,3314,95,9/1/1988,HarperCollins,
24704,R-T  Margaret  and the Rats of NIMH (Rats of NIMH  #3),Jane Leslie Conly/Leonard B. Lubin,3.54,64403874,9.78006E+12,eng,272,662,29,9/30/1991,HarperCollins,
24711,The Dance of the Dissident Daughter,Sue Monk Kidd,3.95,006064589X,9.78006E+12,eng,256,5645,603,8/20/2002,HarperOne,
24723,Talk Talk,T. Coraghessan Boyle,3.42,670037702,9.78067E+12,en-US,340,4094,497,7/6/2006,Viking Books,
24724,Drop City,T. Coraghessan Boyle/Richard Poe,3.85,142003808,9.78014E+12,eng,497,10333,879,1/27/2004,Penguin Books,
24725,Tooth and Claw,T. Coraghessan Boyle,3.82,143037439,9.78014E+12,eng,304,1193,95,6/27/2006,Penguin Books,
24727,East Is East,T. Coraghessan Boyle,3.64,140131671,9.78014E+12,eng,384,2098,113,8/1/1991,Penguin Books,
24729,After the Plague: and Other Stories,T. Coraghessan Boyle,3.86,142001414,9.78014E+12,eng,303,1253,108,12/31/2002,Penguin Books,
24733,Descent of Man,T. Coraghessan Boyle,3.96,140299947,9.78014E+12,eng,240,605,44,7/27/1990,Penguin Books,
24736,World's End,T. Coraghessan Boyle,4.01,140299939,9.78014E+12,eng,480,3270,218,7/20/1990,Penguin Books,
24737,If the River Was Whiskey: Stories,T. Coraghessan Boyle,3.94,670826901,9.78067E+12,eng,224,34,3,5/24/1989,Viking Books,
24739,If the River Was Whiskey,T. Coraghessan Boyle,3.94,140119507,9.78014E+12,eng,240,1038,69,5/1/1990,Penguin Books,
24749,American Writers  Supplement VIII,Jay Parini/August Wilson,0,684806371,9.78068E+12,eng,400,0,0,5/1/2001,Gale Cengage,
24751,Greasy Lake & Other Stories,T. Coraghessan Boyle,3.94,140077812,9.78014E+12,eng,240,1065,52,5/6/1986,Penguin Books,
24753,L'Orient  c'est l'Orient,T. Coraghessan Boyle,3.64,2246442613,9.78225E+12,fre,370,0,0,9/1/1993,Grasset,
24761,An Acceptable Time (Time Quintet  #5),Madeleine L'Engle,3.82,440208149,9.78044E+12,eng,343,16434,639,12/1/1990,Laurel Leaf Books,
24762,Conversations with Kurt Vonnegut,William Rodney Allen/Kurt Vonnegut Jr.,4.05,878053573,9.78088E+12,en-US,305,3,1,1/1/1988,University Press of Mississippi,
24763,So Yesterday,Scott Westerfeld,3.58,1595140328,9.7816E+12,eng,256,10390,820,9/8/2005,Razorbill,
24765,Specials (Uglies  #3),Scott Westerfeld,3.77,689865406,9.78069E+12,eng,384,151825,6730,5/9/2006,Simon Pulse,
24767,Touching Darkness (Midnighters  #2),Scott Westerfeld,3.89,60519568,9.78006E+12,eng,439,17135,675,3/1/2006,Harper Teen,
24768,Pretties (Uglies  #2),Scott Westerfeld,3.85,689865392,9.78069E+12,eng,370,211060,8890,11/1/2005,Simon & Schuster Simon Pulse,
24769,Blue Noon (Midnighters  #3),Scott Westerfeld,3.85,60519592,9.78006E+12,eng,384,14798,718,2/6/2007,Eos,
24770,Uglies (Uglies  #1),Scott Westerfeld,3.86,689865384,9.78069E+12,eng,425,516152,20708,2/8/2005,Simon Pulse,
24771,Evolution's Darling,Scott Westerfeld,3.51,1568581491,9.78157E+12,eng,290,444,56,4/3/2000,Running Press,
24775,The Butterfly Tattoo,Philip Pullman,3.19,330397966,9.78033E+12,eng,186,1048,83,9/2/2005,Young Picador,
24777,Count Karlstein,Philip Pullman/Diana Bryan,3.5,375803483,9.78038E+12,eng,256,1712,116,2/22/2000,Yearling,
24779,The Castle of Llyr (The Chronicles of Prydain  #3),Lloyd Alexander,4.08,805080503,9.78081E+12,eng,174,30401,723,5/16/2006,Square Fish,
24780,The Book of Three (The Chronicles of Prydain  #1),Lloyd Alexander,3.99,805080481,9.78081E+12,en-US,190,64278,2525,5/16/2006,Square Fish,
24781,The High King (The Chronicles of Prydain  #5),Lloyd Alexander,4.25,080508052X,9.78081E+12,eng,253,48088,954,5/16/2006,Square Fish,
24782,Taran Wanderer (The Chronicles of Prydain  #4),Lloyd Alexander,4.14,805080511,9.78081E+12,eng,222,34770,840,5/16/2006,Square Fish,
24783,Westmark (Westmark  #1),Lloyd Alexander,3.92,141310685,9.78014E+12,eng,184,4222,180,1/14/2002,Firebird Books,
24784,The Black Cauldron (The Chronicles of Prydain  #2),Lloyd Alexander,4.13,080508049X,9.78081E+12,eng,182,53962,1200,5/16/2006,Square Fish,
24785,The Foundling and Other Tales of Prydain,Lloyd Alexander,3.93,805080538,9.78081E+12,eng,98,3637,157,5/16/2006,Square Fish,
24786,The Prydain Companion: A Reference Guide to Lloyd Alexander's Prydain Chronicles,Michael O. Tunnell/Lloyd Alexander,4.22,805072713,9.78081E+12,eng,281,83,4,4/1/2003,Henry Holt and Company,
24787,A Lloyd Alexander Collection,Lloyd Alexander,4.24,525467777,9.78053E+12,eng,752,89,7,5/21/2001,Dutton Children's Books,
24788,The Philadelphia Adventure,Lloyd Alexander,3.88,142301442,9.78014E+12,eng,150,571,10,7/8/2002,Puffin Books,
24789,Libra,Don DeLillo/Michel Courtois-Fourcy,3.99,2742731105,9.78274E+12,fre,656,8,1,1/1/2001,Babel,
24796,Zorro,Isabel Allende/Margaret Sayers Peden/??????? ????????????,3.76,006078721X,9.78006E+12,eng,677,16324,1145,5/3/2005,HarperLargePrint,
24800,House of Leaves,Mark Z. Danielewski,4.1,038560310X,9.78039E+12,eng,705,97710,7357,3/7/2000,Random House,
24804,A Parchment of Leaves,Silas House,4.18,345464974,9.78035E+12,eng,304,3192,357,8/26/2003,Ballantine Books,
24807,The Areas of My Expertise: An Almanac of Complete World Knowledge Compiled with Instructive Annotation and Arranged in Useful Order,John Hodgman,3.82,1594482225,9.78159E+12,eng,255,12002,741,9/5/2006,Penguin Books,
24812,The Complete Calvin and Hobbes,Bill Watterson,4.82,740748475,9.78074E+12,eng,1456,32213,930,9/6/2005,Andrews McMeel Publishing,
24813,The Calvin and Hobbes Tenth Anniversary Book,Bill Watterson,4.63,836204387,9.78084E+12,eng,208,49122,368,9/5/1995,Andrews McMeel Publishing,
24814,It's a Magical World (Calvin and Hobbes  #11),Bill Watterson,4.76,836221362,9.78084E+12,eng,176,23875,303,9/1/1996,Andrews McMeel Publishing,
24816,Homicidal Psycho Jungle Cat (Calvin and Hobbes #9),Bill Watterson,4.72,836217691,9.78084E+12,eng,176,15365,290,9/6/1994,Andrews McMeel Publishing,
24818,The Days Are Just Packed,Bill Watterson,4.69,836217357,9.78084E+12,eng,176,20308,244,9/1/1993,Andrews McMeel Publishing,
24819,The Calvin And Hobbes:  Tenth Anniversary Book,Bill Watterson,4.63,751515574,9.78075E+12,eng,208,303,12,2/1/2008,Time Warner Books UK,
24820,Calvin and Hobbes: Sunday Pages 1985-1995: An Exhibition Catalogue,Bill Watterson,4.71,740721356,9.78074E+12,eng,96,3613,85,9/17/2001,Andrews McMeel Publishing,
24827,Ship of Fools,Richard Paul Russo,3.74,441008933,9.78044E+12,eng,370,2192,206,12/31/2001,Ace,
24828,The Rosetta Codex,Richard Paul Russo,3.21,441013309,9.78044E+12,en-US,384,22,2,12/6/2005,Ace Trade,
24832,The Illustrated Man,Ray Bradbury,4.14,553105574,9.78055E+12,eng,186,89,7,1/1/1976,Bantam Books,
24835,The Sot-Weed Factor,John Barth,4.09,1903809509,9.7819E+12,eng,756,5911,257,3/1/2005,Atlantic Books (UK),
24836,The Floating Opera and The End of the Road,John Barth,4.03,385240899,9.78039E+12,eng,442,1933,115,3/11/1997,Anchor Books,
24840,Chimera,John Barth,3.73,618131701,9.78062E+12,en-US,308,1775,86,11/20/2001,Mariner Books,
24842,Letters,John Barth,3.81,1564780619,9.78156E+12,eng,772,212,15,10/1/1994,Dalkey Archive Press,
24850,Scar Lover,Harry Crews,3.79,671797867,9.78067E+12,eng,288,797,39,2/23/1993,Touchstone,
24858,Narcisse et Goldmund,Hermann Hesse,4.2,2253000043,9.78225E+12,fre,251,229,19,1/1/1991,Le Livre de Poche,
24863,Demian,Hermann Hesse/Stanley Appelbaum,4.13,486420426,9.78049E+12,mul,256,28,3,6/11/2002,Dover Publications,
24865,The Ship Avenged,S.M. Stirling,4.06,671877666,9.78067E+12,eng,364,3217,29,2/1/1997,Baen Books,
24866,Dragon's Kin (Pern  #17),Anne McCaffrey/Todd McCaffrey,3.92,345462009,9.78035E+12,eng,298,8100,185,12/28/2004,Del Rey,
24873,Dragonflight (Pern: Dragonriders of Pern  #1),Anne McCaffrey/Dick Hill,4.1,1597379514,9.7816E+12,en-US,8,118,20,9/25/2005,Brilliance Audio,
24875,House of Stairs,William Sleator,3.85,140345809,9.78014E+12,eng,176,3423,447,4/1/1991,Puffin Books,
24878,Oddballs,William Sleator,3.87,140374388,9.78014E+12,eng,144,269,43,6/1/1995,Puffin Books,
24880,Hell Phone,William Sleator,3.5,810954796,9.78081E+12,en-US,252,570,88,9/26/2006,Harry N. Abrams,
24881,The Beasties,William Sleator,3.83,141306394,9.78014E+12,eng,208,846,90,10/1/1999,Puffin Books,
24884,The Duplicate,William Sleator,3.68,141304316,9.78014E+12,eng,154,484,40,6/1/1999,Puffin Books,
24885,Strange Attractors,William Sleator,3.72,140345825,9.78014E+12,eng,176,230,7,4/1/1991,Puffin Books,
24887,Parasite Pig (Interstellar Pig #2),William Sleator,3.64,142400866,9.78014E+12,en-US,224,355,31,2/9/2004,Firebird,
24888,The Boy Who Couldn't Die,William Sleator,3.68,810987902,9.78081E+12,eng,161,1683,247,4/1/2005,Harry N. Abrams,
24889,Among the Dolls,William Sleator,3.65,765352397,9.78077E+12,eng,96,548,84,5/2/2006,Starscape,
24893,That's Silly,William Sleator/Lawrence Di Fiori,3.6,525409815,9.78053E+12,eng,46,5,2,4/14/1981,Dutton Books,
24894,Once Said Darlene,William Sleator/Steven Kellogg,3.62,525364102,9.78053E+12,eng,55,8,0,3/22/1979,Dutton Books,
24898,Boltzmon!,William Sleator,3.62,525461310,9.78053E+12,eng,160,86,5,9/1/1999,Dutton Juvenile,
24899,Interstellar Pig (Interstellar Pig #1),William Sleator,3.88,340850620,9.78034E+12,eng,200,2115,197,12/6/2001,Hodder Children's Books,
24904,A Birthday for Frances,Russell Hoban/Lillian Hoban,4.24,99432447,9.7801E+12,eng,32,2256,71,6/6/2002,Harper Collins,
24905,Pilgermann,Russell Hoban,4.02,747556407,9.78075E+12,en-GB,240,256,13,1/2/2002,Bloomsbury Publishing PLC,
24908,How Tom Beat Captain Najork and His Hired Sportsmen (Captain Najork #1),Russell Hoban/Quentin Blake,4.29,1567923224,9.78157E+12,eng,32,307,42,10/1/2006,David R. Godine,
24910,World's Fair,E.L. Doctorow,3.83,452275725,9.78045E+12,eng,304,3178,229,5/1/1996,Plume,
24914,The March,E.L. Doctorow,3.8,812976150,9.78081E+12,eng,363,8266,831,9/12/2006,Random House Trade Paperbacks,
24917,Three Complete Novels: Billy Bathgate/World's Fair/Loon Lake,E.L. Doctorow,4.29,517100789,9.78052E+12,eng,658,17,3,5/8/1994,Wings,
24920,The Discomfort Zone: A Personal History,Jonathan Franzen,3.4,374299196,9.78037E+12,eng,195,4760,532,9/5/2006,Farrar Straus Giroux,
24922,A Confederacy of Dunces,John Kennedy Toole,3.89,140282688,9.78014E+12,eng,397,540,47,2/26/2003,Penguin Books  Limited (UK),
24923,A Confederacy of Dunces,John Kennedy Toole/Walker Percy,3.89,141182865,9.78014E+12,eng,338,1561,169,3/30/2000,Penguin Classics,
24925,La conjura de los necios,John Kennedy Toole,3.89,8496333604,9.7885E+12,spa,462,70,6,1/10/2006,Quinteto,
24929,Lost,Gregory Maguire/Douglas Smith,2.82,60988649,9.78006E+12,eng,340,13152,904,9/17/2002,William Morrow Paperbacks,
24930,The Dream Stealer,Gregory Maguire/Diana Bryan,3.64,618181881,9.78062E+12,eng,132,433,56,10/21/2002,Clarion Books,
24933,Four Stupid Cupids (The Hamlet Chronicles  #4),Gregory Maguire/Elaine Clayton,3.52,64410722,9.78006E+12,eng,224,111,11,12/4/2001,HarperCollins,
24937,Wicked: The Grimmerie,David Cote/Stephen Schwartz/Joan Marcus/Winnie Holzman,4.18,1401308201,9.7814E+12,eng,192,49109,290,10/26/2005,Hachette Books,
24939,A Little Bit Wicked (Last Man Standing  #1),Victoria Alexander,3.8,006088262X,9.78006E+12,eng,359,2209,88,12/26/2006,Avon,
24942,My Wicked  Wicked Ways,Errol Flynn/Jeffrey Meyers,4.02,1845130499,9.78185E+12,eng,438,1583,115,2/25/2005,Aurum,
24944,The Wonderful Story of Henry Sugar and Six More,Roald Dahl,4.14,553152645,9.78055E+12,eng,215,60,7,1/18/1984,Bantam Books,
24945,The Wonderful Story Of Henry Sugar and Six More,Roald Dahl,4.14,141311495,9.78014E+12,eng,224,252,21,9/27/2001,Puffin Books,
24949,Danny The Champion of the World,Roald Dahl/Jill Bennett,4.09,553152890,9.78055E+12,eng,196,7,3,6/1/1984,Yearling,
24951,Danny the Champion of the World,Roald Dahl,4.09,435122215,9.78044E+12,eng,208,20,1,9/1/2009,Heinemann Library,
24953,Danny The Champion Of The World,Roald Dahl/Quentin Blake,4.09,022406469X,9.78022E+12,eng,256,107,9,11/7/2002,Jonathan Cape,
24955,Danny  Champion Du Monde,Roald Dahl,4.09,201321894X,9.78201E+12,fre,281,7,0,9/5/2001,Hachette,
24956,The Science of the Hitchhiker's Guide to the Galaxy,Michael Hanlon,3.6,230008909,9.78023E+12,eng,208,168,16,8/8/2006,Palgrave Macmillan,
24958,The Dark Is Rising Sequence,Susan Cooper,4.28,140316884,9.78014E+12,eng,786,266,16,10/25/1984,Puffin Books (Penguin Books),
24964,The Essential Kierkegaard,Soren Kierkegaard/Howard Vincent Hong/Edna Hatlestad Hong,4.2,691019401,9.78069E+12,eng,524,1807,44,6/19/2000,Princeton University Press,
24965,Fear and Trembling,Soren Kierkegaard/Alastair Hannay,4,143037579,9.78014E+12,eng,160,14185,559,5/30/2006,Penguin Books,
24968,Fear and Trembling/Repetition,Soren Kierkegaard/Edna Hatlestad Hong/Howard Vincent Hong,4.23,691020264,9.78069E+12,eng,420,4731,96,6/1/1983,Princeton University Press,
24970,Either/Or: A Fragment of Life,Soren Kierkegaard/Victor Eremita/Alastair Hannay,4.17,140445773,9.78014E+12,eng,640,6405,127,12/1/1992,Penguin Classics,
24978,Inside Job,Connie Willis,3.67,1596060247,9.7816E+12,eng,99,1442,180,6/1/2005,Subterranean Press,
24979,Miracle and Other Christmas Stories,Connie Willis,3.9,553580485,9.78055E+12,eng,336,1681,199,10/31/2000,Bantam,
